video_id,channel_title 
rxmtHVSVjdo                                                                                                                                                                                                                                                    ,TroyeSivanVEVO                                                                                                                                                                                                                                                 
_wNZbgBPz1Q                                                                                                                                                                                                                                                    ,Jenny Nicholson                                                                                                                                                                                                                                                
efNXlVeeLIw                                                                                                                                                                                                                                                    ,TheEllenShow                                                                                                                                                                                                                                                   
Qn4ctBaNI00                                                                                                                                                                                                                                                    ,The Late Late Show with James Corden                                                                                                                                                                                                                           
_j7z_oPTvJM                                                                                                                                                                                                                                                    ,The Late Show with Stephen Colbert                                                                                                                                                                                                                             
o6XERmXsP-U                                                                                                                                                                                                                                                    ,Star Wars                                                                                                                                                                                                                                                      
1Nu_oGucpDI                                                                                                                                                                                                                                                    ,iamAURORAVEVO                                                                                                                                                                                                                                                  
C_ijc7A5oAc                                                                                                                                                                                                                                                    ,GhostBCVEVO                                                                                                                                                                                                                                                    
CX11yw6YL1w                                                                                                                                                                                                                                                    ,CelineDionVEVO                                                                                                                                                                                                                                                 
DSRSgMp5X1w                                                                                                                                                                                                                                                    ,CAguileraVEVO                                                                                                                                                                                                                                                  
BEePFpC9qG8                                                                                                                                                                                                                                                    ,Google Spotlight Stories                                                                                                                                                                                                                                       
5GHXEGz3PJg                                                                                                                                                                                                                                                    ,FlorenceMachineVEVO                                                                                                                                                                                                                                            
dARAN1z2KqY                                                                                                                                                                                                                                                    ,RoyceDa59VEVO                                                                                                                                                                                                                                                  
spOc_9ZhshU                                                                                                                                                                                                                                                    ,The Late Late Show with James Corden                                                                                                                                                                                                                           
jy-eDZkhljg                                                                                                                                                                                                                                                    ,YourMovieSucksDOTorg                                                                                                                                                                                                                                           
VZsBRynPXHY                                                                                                                                                                                                                                                    ,The Tonight Show Starring Jimmy Fallon                                                                                                                                                                                                                         
EbSOKsFHwU8                                                                                                                                                                                                                                                    ,Charlie Puth                                                                                                                                                                                                                                                   
FoxwmWaS1J8                                                                                                                                                                                                                                                    ,Videomusicawards                                                                                                                                                                                                                                               
wLWlmJABZOg                                                                                                                                                                                                                                                    ,Andrew M                                                                                                                                                                                                                                                       
l2HlSkv5T-A                                                                                                                                                                                                                                                    ,Saturday Night Live                                                                                                                                                                                                                                            
h_GwO10HroY                                                                                                                                                                                                                                                    ,LSDVEVO                                                                                                                                                                                                                                                        
dIjms29rFA0                                                                                                                                                                                                                                                    ,House of Velour                                                                                                                                                                                                                                                
iptUNUFdyas                                                                                                                                                                                                                                                    ,Aviad Balelli                                                                                                                                                                                                                                                  
Wpm07-BGJnE                                                                                                                                                                                                                                                    ,NickiMinajAtVEVO                                                                                                                                                                                                                                               
Zv7mc3TygO4                                                                                                                                                                                                                                                    ,PewDiePie                                                                                                                                                                                                                                                      
xIZYxqqpjJQ                                                                                                                                                                                                                                                    ,TheEllenShow                                                                                                                                                                                                                                                   
tJfDBSWYqU8                                                                                                                                                                                                                                                    ,Lionsgate Movies                                                                                                                                                                                                                                               
DkeiKbqa02g                                                                                                                                                                                                                                                    ,CalvinHarrisVEVO                                                                                                                                                                                                                                               
oWw1BcFhk-k                                                                                                                                                                                                                                                    ,LiamPayneVEVO                                                                                                                                                                                                                                                  
RECFTvCXhPk                                                                                                                                                                                                                                                    ,Good Morning Britain                                                                                                                                                                                                                                           
31OMf1H5Rk0                                                                                                                                                                                                                                                    ,MattHunterVEVO                                                                                                                                                                                                                                                 
1Aoc-cd9eYs                                                                                                                                                                                                                                                    ,Cobra Kai                                                                                                                                                                                                                                                      
MQIvV800Atk                                                                                                                                                                                                                                                    ,Sony Pictures Entertainment                                                                                                                                                                                                                                    
d6u1muHTO5A                                                                                                                                                                                                                                                    ,Star Wars Expanded                                                                                                                                                                                                                                             
86sFN_2kw5k                                                                                                                                                                                                                                                    ,Martin Garrix                                                                                                                                                                                                                                                  
vjI4Alon-3Q                                                                                                                                                                                                                                                    ,MalumaVEVO                                                                                                                                                                                                                                                     
urkiePoszu4                                                                                                                                                                                                                                                    ,Star Wars                                                                                                                                                                                                                                                      
tcaw6lzYt1Q                                                                                                                                                                                                                                                    ,Lil Skies                                                                                                                                                                                                                                                      
OAGfx7eB3gA                                                                                                                                                                                                                                                    ,Helpful Vancouver Vet                                                                                                                                                                                                                                          
Uk44LId1RIc                                                                                                                                                                                                                                                    ,Mnet K-POP                                                                                                                                                                                                                                                     
exdrZa-k0GY                                                                                                                                                                                                                                                    ,MauLer                                                                                                                                                                                                                                                         
ao_CJr7-NR4                                                                                                                                                                                                                                                    ,TODAY                                                                                                                                                                                                                                                          
umAXAP50hKw                                                                                                                                                                                                                                                    ,IGN                                                                                                                                                                                                                                                            
zEf423kYfqk                                                                                                                                                                                                                                                    ,BeckyGVEVO                                                                                                                                                                                                                                                     
VYOjWnS4cMY                                                                                                                                                                                                                                                    ,ChildishGambinoVEVO                                                                                                                                                                                                                                            
q2sI-T69sjs                                                                                                                                                                                                                                                    ,Saturday Night Live                                                                                                                                                                                                                                            
i-G1hy73Mb8                                                                                                                                                                                                                                                    ,Eurovision Song Contest                                                                                                                                                                                                                                        
p8npDG2ulKQ                                                                                                                                                                                                                                                    ,ibighit                                                                                                                                                                                                                                                        
bu0m_UdtoaU                                                                                                                                                                                                                                                    ,Screen Junkies                                                                                                                                                                                                                                                 
JwivtxQEmc8                                                                                                                                                                                                                                                    ,Comedy Central                                                                                                                                                                                                                                                 
XUjY0p_kLJg                                                                                                                                                                                                                                                    ,Fox News                                                                                                                                                                                                                                                       
9S9O2T1B6xE                                                                                                                                                                                                                                                    ,PeeWeeToms                                                                                                                                                                                                                                                     
gXg2_yExgVY                                                                                                                                                                                                                                                    ,Netflix                                                                                                                                                                                                                                                        
rKH3G023Xfw                                                                                                                                                                                                                                                    ,Blu-Ray Clips                                                                                                                                                                                                                                                  
VQhjbCxOxdo                                                                                                                                                                                                                                                    ,SuperDuperKyle                                                                                                                                                                                                                                                 
137EH-5jNLI                                                                                                                                                                                                                                                    ,consumer                                                                                                                                                                                                                                                       
FRjOSmc01-M                                                                                                                                                                                                                                                    ,KygoOfficialVEVO                                                                                                                                                                                                                                               
0JcNT6jYGwI                                                                                                                                                                                                                                                    ,RedLetterMedia                                                                                                                                                                                                                                                 
KUUjtUP2CrE                                                                                                                                                                                                                                                    ,carrieunderwoodVEVO                                                                                                                                                                                                                                            
UtuUGoN6HPo                                                                                                                                                                                                                                                    ,TMZ                                                                                                                                                                                                                                                            
XQmI7hTE4Jw                                                                                                                                                                                                                                                    ,20th Century Fox                                                                                                                                                                                                                                               
CpXaNIT8P5I                                                                                                                                                                                                                                                    ,TheEllenShow                                                                                                                                                                                                                                                   
0XuOkYlUWIs                                                                                                                                                                                                                                                    ,Netflix                                                                                                                                                                                                                                                        
Il-an3K9pjg                                                                                                                                                                                                                                                    ,Anne-Marie                                                                                                                                                                                                                                                     
jj6ibow2tdw                                                                                                                                                                                                                                                    ,The Late Show with Stephen Colbert                                                                                                                                                                                                                             
Cyf1eXYE9Bw                                                                                                                                                                                                                                                    ,VH1                                                                                                                                                                                                                                                            
th2lhZ7VeVk                                                                                                                                                                                                                                                    ,Who Wants To Be A Millionaire?                                                                                                                                                                                                                                 
aixso4N2vhI                                                                                                                                                                                                                                                    ,The White House                                                                                                                                                                                                                                                
r2vDabFVj-A                                                                                                                                                                                                                                                    ,Jimmy Kimmel Live                                                                                                                                                                                                                                              
8h--kFui1JA                                                                                                                                                                                                                                                    ,SamSmithWorldVEVO                                                                                                                                                                                                                                              
ouWuzQb9vNg                                                                                                                                                                                                                                                    ,Nintendo                                                                                                                                                                                                                                                       
l884wKofd54                                                                                                                                                                                                                                                    ,EnriqueIglesiasVEVO                                                                                                                                                                                                                                            
Yo0RvZZz_ds                                                                                                                                                                                                                                                    ,BastilleVEVO                                                                                                                                                                                                                                                   
Ibp6KqGRVbY                                                                                                                                                                                                                                                    ,Ty Dolla $ign                                                                                                                                                                                                                                                  
Ub3ot5DC_iE                                                                                                                                                                                                                                                    ,Saturday Night Live                                                                                                                                                                                                                                            
BZyUEu1osf8                                                                                                                                                                                                                                                    ,Entertainment Tonight                                                                                                                                                                                                                                          
je2FN-j8AhU                                                                                                                                                                                                                                                    ,The Late Late Show with James Corden                                                                                                                                                                                                                           
GiEuzWc62V4                                                                                                                                                                                                                                                    ,TheEllenShow                                                                                                                                                                                                                                                   
WapBwuNtUzQ                                                                                                                                                                                                                                                    ,Logan Paul Vlogs                                                                                                                                                                                                                                               
qaSOyhK3gTM                                                                                                                                                                                                                                                    ,- camilla                                                                                                                                                                                                                                                      
b_lULj6v804                                                                                                                                                                                                                                                    ,MLB                                                                                                                                                                                                                                                            
uxbQATBAXf8                                                                                                                                                                                                                                                    ,20th Century Fox                                                                                                                                                                                                                                               
KisKKE6zIk0                                                                                                                                                                                                                                                    ,Breakfast Club Power 105.1 FM                                                                                                                                                                                                                                  
tjA7nAHOAww                                                                                                                                                                                                                                                    ,SiaVEVO                                                                                                                                                                                                                                                        
h0zMjd5ZAJ4                                                                                                                                                                                                                                                    ,Late Night with Seth Meyers                                                                                                                                                                                                                                    
R9YYmoJjBxI                                                                                                                                                                                                                                                    ,The Tonight Show Starring Jimmy Fallon                                                                                                                                                                                                                         
igT1QKKm2GE                                                                                                                                                                                                                                                    ,JamesBayVEVO                                                                                                                                                                                                                                                   
icyhX6PjKjM                                                                                                                                                                                                                                                    ,CalvinHarrisVEVO                                                                                                                                                                                                                                               
